ts,open,high,low,close,volume
2024-06-02,374.54,374.76,369.76,371.86,2305992
2024-06-03,371.86,377.69,370.79,377.26,3186676
2024-06-04,377.26,386.43,377.16,384.58,8576324
2024-06-05,384.58,384.72,379.35,382.31,7606906
2024-06-06,382.31,383.02,380.7,381.96,5005185
2024-06-07,381.96,384.11,381.79,383.2,4624377
2024-06-08,383.2,390.64,371.75,372.15,8760131
2024-06-09,372.15,374.64,371.1,372.61,7982032
2024-06-10,372.61,374.24,370.92,373.99,6367110
2024-06-11,373.99,381.95,373.38,381.56,1016131
2024-06-12,381.56,384.9,376.68,383.66,3402450
2024-06-13,383.66,387.66,382.4,385.58,5792746
2024-06-14,385.58,387.3,380.48,384.17,5375940
2024-06-15,384.17,388.49,383.89,385.18,1733340
2024-06-16,385.18,389.61,382.98,386.96,7386076
2024-06-17,386.96,388.39,384.14,386.68,7808057
2024-06-18,386.68,387.33,380.82,382.5,1084191
2024-06-19,382.5,390.31,379.68,388.92,1464492
2024-06-20,388.92,394.79,388.69,392.81,3363555
2024-06-21,392.81,401.35,392.43,397.68,8635444
2024-06-22,397.68,397.97,396.52,397.87,6582469
2024-06-23,397.87,399.27,396.72,397.75,2371437
2024-06-24,397.75,398.59,391.55,394.26,8198039
2024-06-25,394.26,399.75,391.8,399.67,2013108
2024-06-26,399.67,402.63,398.38,401.6,7962923
2024-06-27,401.6,405.8,401.07,404.34,7302495
2024-06-28,404.34,405.82,399.18,400.27,1903357
2024-06-29,400.27,406.1,397.57,405.36,5507462
2024-06-30,405.36,406.47,403.82,405.06,1743114
2024-07-01,405.06,407.09,403.71,405.69,7854781
2024-07-02,405.69,408.32,405.57,407.89,8770465
2024-07-03,407.89,409.29,404.11,407.12,5835885
2024-07-04,407.12,409.57,406.75,407.96,4726323
2024-07-05,407.96,418.13,407.82,415.35,2032211
2024-07-06,415.35,418.31,413.5,414.16,7388020
2024-07-07,414.16,415.3,412.87,413.89,5964479
2024-07-08,413.89,415.67,412.28,415.44,6610096
2024-07-09,415.44,417.11,406.66,408.81,8864999
2024-07-10,408.81,418.53,406.22,416.2,6008336
2024-07-11,416.2,421.73,411.88,419.35,7517169
2024-07-12,419.35,427.77,417.58,426.22,8034422
2024-07-13,426.22,428.37,419.65,423.83,8656876
2024-07-14,423.83,424.85,420.88,423.01,5706686
2024-07-15,423.01,429.42,417.77,428.48,3091149
2024-07-16,428.48,430.87,423.26,425.77,1096926
2024-07-17,425.77,427.94,419.91,422.15,5234356
2024-07-18,422.15,425.22,420.7,424.4,4529321
2024-07-19,424.4,433.29,421.35,432.51,7788636
2024-07-20,432.51,438.86,429.29,430.08,1337782
2024-07-21,430.08,437.61,429.73,436.87,3293723
2024-07-22,436.87,447.32,433.73,444.25,1300133
2024-07-23,444.25,445.53,439.18,441.74,8976441
2024-07-24,441.74,442.9,440.97,441.26,3915490
2024-07-25,441.26,442.25,434.94,439.96,5309889
2024-07-26,439.96,440.79,432.8,433.38,5951360
2024-07-27,433.38,433.67,430.02,430.91,3462890
2024-07-28,430.91,435.55,429.34,432.85,3299418
2024-07-29,432.85,434.13,428.49,433.11,6116653
2024-07-30,433.11,433.68,429.09,430.67,4243467
2024-07-31,430.67,436.67,427.77,433.09,6140536
2024-08-01,433.09,439.1,432.48,434.73,1259730
2024-08-02,434.73,436.76,432.38,435.07,5913067
2024-08-03,435.07,439.39,431.58,434.87,2361424
2024-08-04,434.87,438.68,432.26,437.33,3389243
2024-08-05,437.33,438.54,434.4,435.55,1477375
2024-08-06,435.55,437.51,431.12,436.12,4690871
2024-08-07,436.12,441.85,433.7,440.25,7998867
2024-08-08,440.25,441.71,431.77,433.09,6684617
2024-08-09,433.09,435.52,431.71,435.42,3827093
2024-08-10,435.42,436.56,433.33,434.3,3321526
2024-08-11,434.3,442.01,431.7,440.74,7197223
2024-08-12,440.74,452.07,438.83,447.7,6290424
2024-08-13,447.7,449.18,442.42,447.77,2067640
2024-08-14,447.77,448.37,443.36,445.98,1985223
2024-08-15,445.98,455.81,445.9,449.47,5797939
2024-08-16,449.47,459.27,448.84,455.33,1931354
2024-08-17,455.33,464.4,453.44,462.37,4841163
2024-08-18,462.37,464.68,459.57,461.43,5994749
2024-08-19,461.43,468.26,459.95,466.57,7602488
2024-08-20,466.57,474.33,464.76,466.34,5503627
2024-08-21,466.34,469.96,464.99,469.48,5827080
2024-08-22,469.48,470.79,465.98,466.99,8074867
2024-08-23,466.99,468.48,461.84,463.03,3733167
